Date,Open,High,Low,Close,Volume,UnAdjusted Close,Total Volume,Open Interest,Total Open Interest,Contract
2016-05-13,1.5625,1.5784,1.5473,1.5713,45447,1.4118,173844,93065,400246,201607
2016-05-12,1.5626,1.5725,1.5357,1.5622,63580,1.394,160997,78687,397561,201606
2016-05-11,1.5113,1.5681,1.4917,1.5649,73723,1.3967,183684,80932,391823,201606
2016-05-10,1.4508,1.5125,1.4483,1.5057,65046,1.3375,167285,85087,389661,201606
2016-05-09,1.518,1.5321,1.4496,1.4545,67454,1.2863,155992,87158,388644,201606
2016-05-06,1.5023,1.5265,1.4729,1.5055,64041,1.3373,150123,89791,386980,201606
2016-05-05,1.5107,1.5482,1.4876,1.4969,61347,1.3287,136067,97056,390541,201606
2016-05-04,1.511,1.5308,1.4822,1.4964,59350,1.3282,145759,100361,393063,201606
2016-05-03,1.5264,1.5382,1.4901,1.5016,58486,1.3334,134946,103318,393146,201606
2016-05-02,1.5474,1.5621,1.5177,1.5237,56666,1.3555,112182,104444,388416,201606
2016-04-29,1.5742,1.5847,1.5437,1.5542,69685,1.386,157172,106695,388302,201606
2016-04-28,1.5545,1.5791,1.5432,1.5759,53908,1.4077,124026,106084,385443,201606
2016-04-27,1.5203,1.5556,1.512,1.5516,60612,1.3834,144790,103974,391416,201606
2016-04-26,1.4766,1.5262,1.4667,1.5069,55740,1.3387,138787,102315,393354,201606
2016-04-25,1.4894,1.501,1.4646,1.4673,48462,1.2991,126073,94674,394335,201606
2016-04-22,1.4854,1.5119,1.476,1.4856,45858,1.3174,118914,90185,395252,201606
2016-04-21,1.5063,1.5173,1.4741,1.4754,60224,1.3072,162506,90395,395960,201606
2016-04-20,1.4418,1.5085,1.4141,1.5065,70341,1.3383,186193,87245,394900,201606
2016-04-19,1.4189,1.4571,1.4073,1.4393,45048,1.2711,147066,84096,395331,201606
2016-04-18,1.3662,1.4313,1.3503,1.4118,48695,1.2436,169435,82497,396854,201606
2016-04-15,1.4341,1.4396,1.3841,1.4112,42794,1.243,169046,77654,396867,201606
2016-04-14,1.445,1.4608,1.4281,1.4333,42623,1.2543,121687,71550,402300,201605
2016-04-13,1.4502,1.4697,1.44,1.4446,64586,1.2656,212033,72630,400475,201605
2016-04-12,1.3937,1.4636,1.3883,1.4549,63742,1.2759,208788,75650,387559,201605
2016-04-11,1.376,1.4061,1.3634,1.3937,58057,1.2147,164627,80649,381393,201605
2016-04-08,1.3124,1.3865,1.3098,1.3794,76164,1.2004,209156,86145,376326,201605
2016-04-07,1.3215,1.3362,1.2844,1.3047,59844,1.1257,167028,96133,380708,201605
2016-04-06,1.2629,1.324,1.2613,1.3193,67087,1.1403,166992,100837,379947,201605
2016-04-05,1.2651,1.2669,1.2458,1.2536,49622,1.0746,130755,107120,382411,201605
2016-04-04,1.3113,1.3183,1.2633,1.2679,58071,1.0889,133186,108541,379830,201605
2016-04-01,1.3653,1.3714,1.3082,1.3107,58808,1.1317,127218,111661,378389,201605
2016-03-31,1.3523,1.3808,1.3395,1.3645,49817,1.1855,109905,108945,370599,201605
2016-03-30,1.3553,1.3923,1.3469,1.3511,54226,1.1721,126926,108044,372944,201605
2016-03-29,1.3712,1.3757,1.3308,1.3463,51647,1.1673,133531,105632,377333,201605
2016-03-28,1.3855,1.4029,1.3588,1.3714,38999,1.1924,97255,100953,372912,201605
2016-03-24,1.3966,1.4023,1.3658,1.389,55315,1.21,144084,98792,375800,201605
2016-03-23,1.4383,1.439,1.3922,1.3945,51554,1.2155,152241,97411,377314,201605
2016-03-22,1.4279,1.4499,1.4172,1.4416,38323,1.2626,113771,95205,378646,201605
2016-03-21,1.4358,1.4448,1.4106,1.4284,38285,1.2494,114758,89880,375031,201605
2016-03-18,1.4421,1.463,1.4259,1.4283,38765,1.2493,147254,83902,372292,201605
2016-03-17,1.4162,1.446,1.4145,1.4424,28462,1.2634,117751,81700,367128,201605
2016-03-16,1.3757,1.4212,1.3668,1.4185,33614,1.2395,140992,78239,363407,201605
2016-03-15,1.391,1.3936,1.3522,1.3668,21726,1.1878,98224,74612,358306,201605
2016-03-14,1.4055,1.4098,1.362,1.3859,25753,1.2069,118337,75435,362129,201605
2016-03-11,1.4102,1.4294,1.4029,1.4072,24747,1.2282,105942,74435,359644,201605
2016-03-10,1.4172,1.4208,1.3988,1.4053,47626,1.2161,132954,63937,358412,201604
2016-03-09,1.3888,1.4291,1.3881,1.4219,53848,1.2327,182036,68885,360902,201604
2016-03-08,1.4128,1.4317,1.3838,1.3892,57394,1.2,152402,75407,363738,201604
2016-03-07,1.3568,1.4165,1.3489,1.4117,61719,1.2225,155369,84595,367661,201604
2016-03-04,1.3109,1.3557,1.3029,1.3505,53936,1.1613,138547,90050,368953,201604
2016-03-03,1.299,1.3192,1.2884,1.3094,55578,1.1202,140305,88438,362411,201604
2016-03-02,1.2813,1.3142,1.2758,1.2957,55494,1.1065,134786,90983,361610,201604
2016-03-01,1.2862,1.3072,1.2735,1.2887,46526,1.0995,104429,95146,363597,201604
2016-02-29,1.2561,1.3013,1.2494,1.2829,52336,1.0937,118747,97333,361612,201604
2016-02-26,1.2668,1.3155,1.2523,1.256,62793,1.0668,160438,94442,362492,201604
2016-02-25,1.2606,1.2833,1.2298,1.274,58014,1.0848,146198,91940,369902,201604
2016-02-24,1.2206,1.2664,1.2061,1.2633,55097,1.0741,161168,88945,371251,201604
2016-02-23,1.2611,1.2764,1.2173,1.2282,49254,1.039,147447,86146,373763,201604
2016-02-22,1.2354,1.2803,1.228,1.261,52096,1.0718,140203,83837,373228,201604
2016-02-19,1.2802,1.2872,1.225,1.2301,50346,1.0409,145345,82089,374282,201604
