Date,Open,High,Low,Close,Volume,UnAdjusted Close,Total Volume,Open Interest,Total Open Interest,Contract
2016-02-25,210.75,212,205.75,206.5,834,183.5,1516,7364,10421,201605
2016-02-24,214,214.75,209,210,640,187,1148,6917,10321,201605
2016-02-23,218.75,220,213,214,685,191,1301,6613,10348,201605
2016-02-22,219,222.5,218,218,926,195,2288,6413,10941,201605
2016-02-19,223,223.75,218.5,219,744,196,1742,6067,10931,201605
2016-02-18,227.5,227.5,221.75,223.75,710,200.75,1622,5583,10729,201605
2016-02-17,226.5,227.75,225,226.5,781,203.5,1684,5166,10629,201605
2016-02-16,224.5,226,221.75,225.25,388,199.25,886,4214,10639,201603
2016-02-12,218.25,224.5,216.75,222.25,380,196.25,951,4386,10674,201603
2016-02-11,214.75,220,211.25,217.5,582,191.5,1364,4594,10654,201603
2016-02-10,221.75,222,214.75,215.25,517,189.25,1188,4808,10489,201603
2016-02-09,225,226,221,221.75,583,195.75,1402,5066,10419,201603
2016-02-08,223.25,226.25,222.75,225,470,199,1299,5201,10151,201603
2016-02-05,222.5,223.75,222.25,223,583,197,1151,5502,10138,201603
2016-02-04,223.5,225.25,221.75,222.25,378,196.25,924,5661,10081,201603
2016-02-03,225.75,228,222.25,222.5,272,196.5,405,5806,10123,201603
2016-02-02,223,227.25,223,226.25,279,200.25,366,5788,10048,201603
2016-02-01,227.25,228.5,222,223.25,900,197.25,1570,5834,10069,201603
2016-01-29,227,227.5,224.5,226.75,1217,200.75,2326,5914,9699,201603
2016-01-28,226.75,227.25,222.75,225,665,199,1130,6428,9539,201603
2016-01-27,227.75,229.25,226.5,227,450,201,667,6475,9430,201603
2016-01-26,230.5,231,226,227.5,479,201.5,592,6469,9377,201603
2016-01-25,231,232.75,227.25,231.25,333,205.25,495,6493,9353,201603
2016-01-22,229.75,233.5,229.25,231.5,315,205.5,496,6556,9405,201603
2016-01-21,230.75,232.5,227,229.75,419,203.75,676,6613,9440,201603
2016-01-20,233,233.75,228,230.5,607,204.5,1102,6742,9581,201603
2016-01-19,224.75,234.5,224.75,233.5,333,207.5,525,6922,9694,201603
2016-01-15,228,232,223,224.75,292,198.75,314,6978,9634,201603
2016-01-14,231.5,232,226,226.25,565,200.25,944,6987,9637,201603
2016-01-13,232.5,233.25,229.5,231,373,205,403,7053,9581,201603
2016-01-12,225.75,232.5,218.5,231.5,902,205.5,1382,6956,9484,201603
2016-01-11,236,237.5,222.75,225,660,199,791,7189,9473,201603
2016-01-08,234.25,238,234.25,236.75,441,210.75,582,7066,9305,201603
2016-01-07,237,238.75,232.25,234.75,574,208.75,736,7212,9391,201603
2016-01-06,236,238.25,234.5,238,261,212,322,7074,9162,201603
2016-01-05,236.5,238,233.25,236.25,1268,210.25,1395,7087,9148,201603
2016-01-04,243,245,231.25,236.5,621,210.5,756,7305,9357,201603
2015-12-31,245.5,246.25,243,243.25,264,217.25,304,7221,9242,201603
2015-12-30,246.75,247.25,244,244.25,310,218.25,336,7218,9217,201603
2015-12-29,249.75,252,245,246.5,244,220.5,262,7236,9214,201603
2015-12-28,247.25,253,245,249.75,344,223.75,377,7246,9216,201603
2015-12-24,245.75,247,245,245.5,130,219.5,138,7347,9290,201603
2015-12-23,250.75,254.75,242,247.75,489,221.75,517,7309,9244,201603
2015-12-22,252,253.5,251,251,258,225,266,7188,9103,201603
2015-12-21,252.5,256.5,249.75,251,268,225,316,7216,9125,201603
2015-12-18,254.5,260.75,252,252.5,565,226.5,686,7205,9086,201603
2015-12-17,248.75,255.5,243.5,254,758,228,1108,7181,9059,201603
2015-12-16,253,253.75,248.25,249,706,223,882,7141,8957,201603
2015-12-15,257.75,257.75,251,253.75,671,227.75,970,6816,8504,201603
2015-12-14,258.5,261.75,254.5,258.75,329,232.75,493,7061,8594,201603
2015-12-11,263.5,264.75,258,258.5,465,232.5,641,7013,8395,201603
2015-12-10,264.25,264.75,262.25,263.5,280,237.5,326,6893,8232,201603
2015-12-09,267.5,268.25,261.25,264.25,531,238.25,606,6969,8265,201603
2015-12-08,261,268.75,257.75,268,506,242,586,6956,8293,201603
2015-12-07,266,270.75,261,261.25,467,235.25,573,7029,8332,201603
2015-12-04,265,273.5,264.5,267,762,241,810,7034,8242,201603
2015-12-03,263,266,262.25,265.75,604,239.75,634,7254,8447,201603
2015-12-02,262,265.5,261,261.25,527,235.25,689,7404,8600,201603
2015-12-01,259.75,265.5,259,262.75,600,236.75,763,7316,8706,201603
2015-11-30,258.75,262,257,258.5,338,232.5,446,7405,8822,201603
2015-11-27,262.75,263,258,258.75,308,232.75,419,7388,9023,201603
2015-11-25,260,263,260,262.75,531,236.75,767,7386,9089,201603
2015-11-24,253.5,261.5,251.5,261,1240,235,1687,7406,9140,201603
2015-11-23,259.25,260.75,253.25,253.5,882,227.5,2287,7185,9175,201603
2015-11-20,256,259,253.75,258.25,495,232.25,1173,6885,10796,201603
2015-11-19,255,256.75,254.5,256,581,230,1314,6569,10868,201603
2015-11-18,252.5,256,252.25,254,816,228,1721,6166,10811,201603
2015-11-17,248,250.25,245,249,1022,237.75,1725,4326,10916,201512
2015-11-16,241,248.25,240.75,246.25,624,235,1298,4902,11143,201512
